latitude,longitude,geoAltitude
50.48213118,7.3542332,10500.36
50.48249817,7.352600098,10500.36
50.48282947,7.351041227,10507.98
50.48323059,7.349419845,10500.36
50.4835743,7.347849253,10507.98
50.48391724,7.346239592,10500.36
50.48432922,7.344288073,10500.36
50.48506165,7.34110782,10507.98
50.48579407,7.337855289,10500.36
50.48634338,7.335325542,10500.36
50.4866933,7.333745183,10500.36
50.48711227,7.331815153,10500.36
50.48748779,7.330193771,10500.36
50.48785711,7.328623179,10500.36
50.4886322,7.325061999,10507.98
50.48950195,7.32123124,10500.36
50.48977661,7.319930227,10500.36
50.49013817,7.31837917,10500.36
50.49046326,7.316749974,10500.36
50.49078369,7.315448962,10500.36
50.49153473,7.311920991,10500.36
50.4918606,7.310659048,10500.36
50.49227957,7.308729017,10500.36
50.49261475,7.307136937,10500.36
50.4928894,7.305908203,10500.36
50.49325717,7.3042751,10500.36
50.49367614,7.30234507,10500.36
50.494002,7.301083127,10500.36
50.49435425,7.299475419,10500.36
50.49504089,7.296295166,10500.36
50.49549866,7.294343647,10500.36
50.49581754,7.292769149,10500.36
50.49656238,7.289577175,10500.36
50.49698135,7.287647144,10500.36
50.49732971,7.286031623,10500.36
50.49767963,7.284455171,10500.36
50.49795894,7.283193227,10500.36
50.49823826,7.281857052,10500.36
50.49870378,7.280001254,10507.98
50.49870378,7.280001254,10500.36
50.49898309,7.278665079,10500.36
50.49940206,7.276735048,10500.36
50.49968138,7.275473105,10500.36
50.50010035,7.273543074,10500.36
50.50051932,7.271687276,10507.98
50.50090027,7.27005808,10507.98
50.50126415,7.268495302,10500.36
50.50158691,7.266877827,10507.98
50.50204468,7.264926308,10507.98
50.50238141,7.263373298,10507.98
50.50273132,7.261746055,10507.98
50.50300598,7.260517321,10507.98
50.50346375,7.258565802,10500.36
50.5037384,7.25726479,10507.98
50.50415039,7.255385549,10507.98
50.50452281,7.253797376,10500.36
50.50488281,7.252205297,10500.36
50.50522109,7.250605403,10500.36
50.50556946,7.249025044,10500.36
50.50591938,7.247413429,10507.98
50.50633835,7.245483398,10507.98
50.50661766,7.244221455,10507.98
50.50698853,7.242592259,10507.98
50.50740051,7.240713019,10507.98
50.50785828,7.2387615,10500.36
50.50820044,7.23716942,10507.98
50.50854492,7.235581247,10500.36
50.50889872,7.233977447,10507.98
50.509597,7.230859705,10500.36
50.50996399,7.229220742,10507.98
50.51037598,7.227341501,10500.36
50.51071426,7.225737701,10500.36
50.51117978,7.22380767,10500.36
50.51152039,7.22220973,10500.36
50.51187806,7.220615696,10507.98
50.51220703,7.219029477,10507.98
50.51261902,7.217150236,10507.98
50.51293945,7.215849224,10507.98
50.51327463,7.214231749,10507.98
50.5136261,7.212668971,10500.36
50.51397291,7.211039775,10507.98
50.51425223,7.209777832,10500.36
50.51453154,7.208515889,10500.36
50.51490784,7.206958972,10507.98
50.5151825,7.205657959,10507.98
50.51586914,7.202477706,10500.36
50.5161438,7.201176694,10500.36
50.51660156,7.199297453,10507.98
50.51723157,7.196416082,10500.36
50.51756287,7.194816188,10507.98
50.51797485,7.192936947,10500.36
50.51834882,7.191294077,10507.98
50.51876779,7.189364047,10500.36
50.51904711,7.188102104,10507.98
50.51939392,7.186504163,10500.36
50.51974539,7.18491013,10500.36
50.52016436,7.183054331,10500.36
50.52049255,7.18144467,10500.36
50.52086264,7.179862357,10500.36
50.52122498,7.178264417,10500.36
50.52149963,7.176963405,10500.36
50.52177429,7.175734671,10500.36
50.52250671,7.172482139,10500.36
50.52281784,7.170954524,10500.36
50.52328336,7.169024493,10500.36
50.52398164,7.16583252,10500.36
50.52433777,7.164242393,10500.36
50.52467993,7.162640546,10500.36
50.52495924,7.161378603,10500.36
50.52537821,7.159448572,10500.36
50.52579718,7.157518541,10500.36
50.52607649,7.156256598,10492.74
50.52649546,7.1544008,10492.74
50.5272403,7.151208826,10492.74
50.52758789,7.149569863,10500.36
50.52799988,7.147690622,10500.36
50.52835755,7.146086822,10500.36
50.52868652,7.14451037,10500.36
50.52905584,7.142894848,10500.36
50.52941895,7.141330117,10500.36
50.5296936,7.140029104,10492.74
50.53003343,7.138440931,10500.36
50.53031275,7.137178988,10500.36
50.53073172,7.135248957,10500.36
50.53111267,7.133668598,10492.74
50.53152466,7.131789358,10492.74
50.53189552,7.130201185,10500.36
50.5322113,7.128609105,10500.36
50.53259381,7.127009211,10500.36
50.53287312,7.125747268,10500.36
50.53329209,7.123817238,10500.36
50.53363037,7.122248599,10500.36
50.53399038,7.120625264,10500.36
50.53440935,7.118695233,10492.74
50.53477478,7.117116828,10492.74
50.53510763,7.115577492,10500.36
50.5355266,7.113647461,10500.36
