aircraft,latitude,longitude,geoAltitude,PitchAngle,DirectionAngle
1,28.42,77.12,10866.12,30,10
1,28.4456,77.20871,10870.9,30,11
1,28.4712,77.29742,10869.5,30,12
1,28.4968,77.38613,10867.74,30,13
1,28.5224,77.47484,10866.12,30,14
1,28.548,77.56355,10870.9,30,15
1,28.5736,77.65226,10869.5,30,16
1,28.5992,77.74097,10867.74,30,17
1,28.6248,77.82968,10866.12,30,18
1,28.6504,77.91839,10870.9,30,19
1,28.676,78.0071,10869.5,30,20
1,28.7016,78.09581,10867.74,30,21
1,28.7272,78.18452,10866.12,30,22
1,28.7528,78.27323,10870.9,30,23
1,28.7784,78.36194,10869.5,30,24
1,28.804,78.45065,10867.74,30,25
1,28.8296,78.53936,10866.12,30,26
1,28.8552,78.62807,10870.9,30,27
1,28.8808,78.71678,10869.5,30,28
1,28.9064,78.80549,10867.74,30,29
1,28.932,78.8942,10866.12,30,30
1,28.9576,78.98291,10870.9,30,31
1,28.9832,79.07162,10869.5,30,32
1,29.0088,79.16033,10867.74,30,33
1,29.0344,79.24904,10866.12,30,34
1,29.06,79.33775,10870.9,30,35
1,29.0856,79.42646,10869.5,30,36
1,29.1112,79.51517,10867.74,30,37
1,29.1368,79.60388,10866.12,30,38
1,29.1624,79.69259,10870.9,30,39
1,29.188,79.7813,10869.5,30,40
1,29.2136,79.87001,10867.74,30,10
1,29.2392,79.95872,10866.12,30,11
1,29.2648,80.04743,10870.9,30,12
1,29.2904,80.13614,10869.5,30,13
1,29.316,80.22485,10867.74,30,14
1,29.3416,80.31356,10866.12,30,15
1,29.3672,80.40227,10870.9,30,16
1,29.3928,80.49098,10869.5,30,17
1,29.4184,80.57969,10867.74,30,18
1,29.444,80.6684,10866.12,30,19
1,29.4696,80.75711,10870.9,30,20
1,29.4952,80.84582,10869.5,30,21
1,29.5208,80.93453,10867.74,30,22
1,29.5464,81.02324,10866.12,30,23
1,29.572,81.11195,10870.9,30,24
1,29.5976,81.20066,10869.5,30,25
1,29.6232,81.28937,10867.74,30,26
1,29.6488,81.37808,10866.12,30,27
1,29.6744,81.46679,10870.9,30,28
1,29.7,81.5555,10869.5,30,29
1,29.7256,81.64421,10867.74,30,30
1,29.7512,81.73292,10866.12,30,31
1,29.7768,81.82163,10870.9,30,32
1,29.8024,81.91034,10869.5,30,33
1,29.828,81.99905,10867.74,30,34
1,29.8536,82.08776,10866.12,30,35
1,29.8792,82.17647,10870.9,30,36
1,29.9048,82.26518,10869.5,30,37
1,29.9304,82.35389,10867.74,30,38
1,29.956,82.4426,10866.12,30,39
1,29.9816,82.53131,10870.9,30,40
1,30.0072,82.62002,10869.5,30,10
1,30.0328,82.70873,10867.74,30,11
1,30.0584,82.79744,10866.12,30,12
1,30.084,82.88615,10870.9,30,13
1,30.1096,82.97486,10869.5,30,14
1,30.1352,83.06357,10867.74,30,15
1,30.1608,83.15228,10866.12,30,16
1,30.1864,83.24099,10870.9,30,17
1,30.212,83.3297,10869.5,30,18
1,30.2376,83.41841,10867.74,30,19
1,30.2632,83.50712,10866.12,30,20
1,30.2888,83.59583,10870.9,30,21
1,30.3144,83.68454,10869.5,30,22
1,30.34,83.77325,10867.74,30,23
1,30.3656,83.86196,10866.12,30,24
1,30.3912,83.95067,10870.9,30,25
1,30.4168,84.03938,10869.5,30,26
1,30.4424,84.12809,10867.74,30,27
